date,product_id,sale_amount
2024-01-10,1053,17
2024-01-10,1109,27
2024-01-10,1015,35
2024-01-10,1081,24
2024-01-10,1098,30
2024-01-10,1111,23
2024-01-10,1072,29
2024-01-10,1049,29
2024-01-10,1031,31
2024-01-10,1110,24
2024-01-10,1031,25
2024-01-10,1067,32
2024-01-10,1105,34
2024-01-10,1003,21
2024-01-10,1064,17
2024-01-10,1055,32
2024-01-10,1057,15
2024-01-10,1073,29
2024-01-10,1032,29
2024-01-10,1111,15
2024-01-10,1059,28
2024-01-10,1116,21
2024-01-10,1074,20
2024-01-10,1024,32
2024-01-10,1002,35
2024-01-10,1077,27
2024-01-10,1043,31
2024-01-10,1109,19
2024-01-10,1048,25
2024-01-10,1108,32
2024-01-10,1008,25
2024-01-10,1115,31
2024-01-10,1071,18
2024-01-10,1082,28
2024-01-10,1111,25
2024-01-10,1112,18
2024-01-11,1045,20
2024-01-11,1055,18
2024-01-11,1096,33
2024-01-11,1027,17
2024-01-11,1069,17
2024-01-11,1019,24
2024-01-11,1054,26
2024-01-11,1055,29
2024-01-11,1112,24
2024-01-11,1028,20
2024-01-11,1048,22
2024-01-11,1060,35
2024-01-11,1072,21
2024-01-11,1006,31
2024-01-11,1105,22
2024-01-11,1045,34
2024-01-11,1033,15
2024-01-11,1045,18
2024-01-11,1093,34
2024-01-11,1078,25
2024-01-11,1041,25
2024-01-11,1032,19
2024-01-11,1003,30
2024-01-11,1086,27
2024-01-11,1037,30
2024-01-11,1021,22
2024-01-11,1036,16
2024-01-11,1064,15
2024-01-11,1063,33
2024-01-11,1012,34
2024-01-11,1050,20
2024-01-11,1071,34
2024-01-11,1013,20
2024-01-11,1023,20
2024-01-11,1070,34
2024-01-11,1024,33
2024-01-11,1091,34
2024-01-11,1001,28
2024-01-11,1015,26
2024-01-11,1050,23
2024-01-11,1050,26
2024-01-11,1045,23
2024-01-11,1102,30
2024-01-11,1098,21
2024-01-11,1032,26
2024-01-11,1011,25
2024-01-11,1102,32
2024-01-11,1014,20
2024-01-11,1119,16
2024-01-11,1099,18
2024-01-11,1018,31
2024-01-11,1115,21
2024-01-11,1027,34
2024-01-11,1093,19
2024-01-11,1110,35
2024-01-11,1089,32
2024-01-11,1032,18
2024-01-11,1039,21
2024-01-11,1068,23
2024-01-11,1053,25
2024-01-11,1064,25
2024-01-11,1081,33
2024-01-11,1073,16
2024-01-11,1116,18
2024-01-11,1024,21
2024-01-11,1052,25
2024-01-11,1040,33
2024-01-11,1069,28
2024-01-11,1002,25
2024-01-11,1021,24
2024-01-11,1111,19
2024-01-11,1077,21
2024-01-11,1110,29
2024-01-11,1104,19
2024-01-11,1101,29
2024-01-11,1082,31
2024-01-11,1027,28
2024-01-11,1056,30
2024-01-11,1043,26
2024-01-11,1102,16
2024-01-11,1042,19
2024-01-11,1110,20
2024-01-11,1027,21
2024-01-11,1034,16
2024-01-11,1046,23
2024-01-11,1029,30
2024-01-11,1029,21
2024-01-11,1069,28
2024-01-11,1056,15
2024-01-11,1106,15
2024-01-11,1104,16
2024-01-11,1043,32
2024-01-11,1113,30
2024-01-11,1115,16
2024-01-11,1049,18
2024-01-11,1118,19
2024-01-11,1112,32
2024-01-11,1012,27
2024-01-11,1119,20
2024-01-11,1052,22
2024-01-11,1007,23
2024-01-11,1092,15
2024-01-11,1096,18
2024-01-11,1053,26
2024-01-11,1098,24
2024-01-11,1042,32
2024-01-11,1082,28
2024-01-11,1067,30
2024-01-11,1087,21
2024-01-11,1115,19
2024-01-11,1038,26
2024-01-11,1055,22
2024-01-11,1076,19
2024-01-11,1025,19
2024-01-11,1014,33
2024-01-11,1098,26
2024-01-11,1013,17
2024-01-11,1097,29
2024-01-11,1073,21
2024-01-11,1068,20
2024-01-12,1094,28
2024-01-12,1055,24
2024-01-12,1020,27
2024-01-12,1087,31
2024-01-12,1007,23
2024-01-12,1065,29
2024-01-12,1041,29
2024-01-12,1050,32
2024-01-12,1054,15
2024-01-12,1066,18
2024-01-12,1102,15
2024-01-12,1024,22
2024-01-12,1002,17
2024-01-12,1033,35
2024-01-12,1006,34
2024-01-12,1106,16
2024-01-12,1007,25
2024-01-12,1088,33
2024-01-12,1113,18
2024-01-12,1044,27
2024-01-12,1082,28
2024-01-12,1003,19
2024-01-12,1047,20
2024-01-12,1021,17
2024-01-12,1099,33
2024-01-12,1066,22
2024-01-12,1006,18
2024-01-12,1075,32
2024-01-12,1066,30
2024-01-12,1091,26
2024-01-12,1048,17
2024-01-12,1030,19
2024-01-12,1098,33
2024-01-12,1078,28
2024-01-12,1025,29
2024-01-12,1035,28
2024-01-12,1077,31
2024-01-12,1047,21
2024-01-12,1027,33
2024-01-12,1110,35
2024-01-12,1023,22
2024-01-12,1097,33
2024-01-12,1025,32
2024-01-12,1071,16
2024-01-12,1039,31
2024-01-12,1072,18
2024-01-12,1010,33
2024-01-12,1039,18
2024-01-12,1081,34
2024-01-12,1070,31
2024-01-12,1098,28
2024-01-12,1051,29
2024-01-12,1103,28
2024-01-12,1087,24
2024-01-12,1117,34
2024-01-12,1005,22
2024-01-12,1014,16
2024-01-12,1104,20
2024-01-12,1050,31
2024-01-12,1092,35
2024-01-12,1057,29
2024-01-12,1047,19
2024-01-12,1045,15
2024-01-12,1002,25
2024-01-12,1026,26
2024-01-12,1004,35
2024-01-12,1078,21
2024-01-12,1045,33
2024-01-12,1062,22
2024-01-12,1082,33
2024-01-12,1054,27
2024-01-12,1016,20
2024-01-12,1069,20
2024-01-12,1044,21
2024-01-12,1081,20
2024-01-12,1110,20
2024-01-12,1021,15
2024-01-12,1028,31
2024-01-12,1112,19
2024-01-12,1029,33
2024-01-12,1051,30
2024-01-12,1058,15
2024-01-12,1068,34
2024-01-12,1050,25
2024-01-12,1075,21
2024-01-12,1023,28
2024-01-12,1033,18
2024-01-12,1025,21
2024-01-12,1115,21
2024-01-12,1054,22
2024-01-12,1064,33
2024-01-12,1067,20
2024-01-12,1073,32
2024-01-12,1034,17
2024-01-12,1008,26
2024-01-12,1115,33
2024-01-12,1012,34
2024-01-12,1012,25
2024-01-12,1019,21
2024-01-12,1046,25
2024-01-12,1089,20
2024-01-12,1105,20
2024-01-12,1089,17
2024-01-12,1111,28
2024-01-12,1115,35
2024-01-12,1097,34
2024-01-12,1014,24
2024-01-12,1046,16
2024-01-12,1030,28
2024-01-12,1054,31
2024-01-12,1086,33
2024-01-12,1005,29
2024-01-12,1081,27
2024-01-12,1102,15
2024-01-12,1035,30
2024-01-12,1091,19
2024-01-12,1090,18
2024-01-12,1014,26
2024-01-12,1053,33
2024-01-12,1107,28
2024-01-13,1101,18
2024-01-13,1038,25
2024-01-13,1100,21
2024-01-13,1112,17
2024-01-13,1029,35
2024-01-13,1097,26
2024-01-13,1023,28
2024-01-13,1065,28
2024-01-13,1110,27
2024-01-13,1108,17
2024-01-13,1022,26
2024-01-13,1040,32
2024-01-13,1079,24
2024-01-13,1026,34
2024-01-13,1015,28
2024-01-13,1118,25
2024-01-13,1068,34
2024-01-13,1108,17
2024-01-13,1077,26
2024-01-13,1018,20
2024-01-13,1032,26
2024-01-13,1052,27
2024-01-13,1099,22
2024-01-13,1077,23
2024-01-13,1066,32
2024-01-13,1072,34
2024-01-13,1008,26
2024-01-13,1083,19
2024-01-13,1018,29
2024-01-13,1115,16
2024-01-13,1039,31
2024-01-13,1119,26
2024-01-13,1104,15
2024-01-13,1039,33
2024-01-13,1106,23
2024-01-13,1038,17
2024-01-13,1048,27
2024-01-13,1071,35
2024-01-13,1039,27
2024-01-13,1076,23
2024-01-13,1090,18
2024-01-13,1012,33
2024-01-13,1100,34
2024-01-13,1028,24
2024-01-13,1056,31
2024-01-13,1005,28
2024-01-13,1046,15
2024-01-13,1005,26
2024-01-13,1075,32
2024-01-13,1088,26
2024-01-13,1115,19
2024-01-13,1106,23
2024-01-13,1080,32
2024-01-13,1019,32
2024-01-13,1054,19
2024-01-13,1077,21
2024-01-13,1088,17
2024-01-13,1118,34
2024-01-13,1043,27
2024-01-13,1067,19
2024-01-13,1008,21
2024-01-13,1005,18
2024-01-13,1014,15
2024-01-13,1090,31
2024-01-13,1033,17
2024-01-13,1051,35
2024-01-13,1104,34
2024-01-13,1099,15
2024-01-13,1091,17
2024-01-13,1042,32
2024-01-13,1033,19
2024-01-13,1043,20
2024-01-13,1092,22
2024-01-13,1041,20
2024-01-13,1025,33
2024-01-13,1027,23
2024-01-13,1109,20
2024-01-13,1113,27
2024-01-13,1078,19
2024-01-13,1021,16
2024-01-13,1022,32
2024-01-13,1091,32
2024-01-13,1081,28
2024-01-13,1095,28
2024-01-13,1114,29
2024-01-13,1028,30
2024-01-13,1058,33
2024-01-13,1081,18
2024-01-13,1114,34
2024-01-13,1003,16
2024-01-13,1110,15
2024-01-13,1018,27
2024-01-13,1064,20
2024-01-13,1070,22
2024-01-13,1054,18
2024-01-13,1067,33
2024-01-13,1005,35
2024-01-13,1023,26
2024-01-13,1021,26
2024-01-13,1044,17
2024-01-13,1036,20
2024-01-13,1070,17
2024-01-13,1030,31
2024-01-13,1060,25
2024-01-13,1084,32
2024-01-13,1008,24
2024-01-13,1074,22
2024-01-13,1119,22
2024-01-13,1002,35
2024-01-13,1113,31
2024-01-13,1007,17
2024-01-13,1067,15
2024-01-13,1012,16
2024-01-13,1057,22
2024-01-13,1042,25
2024-01-13,1029,19
2024-01-13,1008,25
2024-01-13,1028,25
2024-01-13,1112,20
2024-01-13,1071,30
2024-01-14,1104,32
2024-01-14,1100,30
2024-01-14,1043,25
2024-01-14,1033,35
2024-01-14,1103,19
2024-01-14,1064,29
2024-01-14,1111,22
2024-01-14,1016,33
2024-01-14,1059,26
2024-01-14,1066,28
2024-01-14,1018,19
2024-01-14,1082,16
2024-01-14,1091,27
2024-01-14,1105,35
2024-01-14,1022,29
2024-01-14,1008,33
2024-01-14,1107,23
2024-01-14,1109,29
2024-01-14,1082,27
2024-01-14,1116,15
2024-01-14,1004,18
2024-01-14,1042,33
2024-01-14,1012,17
2024-01-14,1080,19
2024-01-14,1080,26
2024-01-14,1072,32
2024-01-14,1018,15
2024-01-14,1065,33
2024-01-14,1035,23
2024-01-14,1004,22
2024-01-14,1067,33
2024-01-14,1045,22
2024-01-14,1018,26
2024-01-14,1088,34
2024-01-14,1015,17
2024-01-14,1093,32
2024-01-14,1005,15
2024-01-14,1098,15
2024-01-14,1085,20
2024-01-14,1042,21
2024-01-14,1054,26
2024-01-14,1101,28
2024-01-14,1100,29
2024-01-14,1102,35
2024-01-14,1050,22
2024-01-14,1058,29
2024-01-14,1046,25
2024-01-14,1095,34
2024-01-14,1056,15
2024-01-14,1074,35
2024-01-14,1013,26
2024-01-14,1103,28
2024-01-14,1022,27
2024-01-14,1066,16
2024-01-14,1037,31
2024-01-14,1087,33
2024-01-14,1111,21
2024-01-14,1044,25
2024-01-14,1119,33
2024-01-14,1093,21
2024-01-14,1044,26
2024-01-14,1099,31
2024-01-14,1120,20
2024-01-14,1007,31
2024-01-14,1077,18
2024-01-14,1107,26
2024-01-14,1039,20
2024-01-14,1074,21
2024-01-14,1115,34
2024-01-14,1117,24
2024-01-14,1063,34
2024-01-14,1015,32
2024-01-14,1077,15
2024-01-14,1054,15
2024-01-14,1055,26
2024-01-14,1036,28
2024-01-14,1016,31
2024-01-14,1115,19
2024-01-14,1011,24
2024-01-14,1097,16
2024-01-14,1035,32
2024-01-14,1024,23
2024-01-14,1103,22
2024-01-14,1010,19
2024-01-14,1043,35
2024-01-14,1023,23
2024-01-14,1076,30
2024-01-14,1007,29
2024-01-14,1020,29
2024-01-14,1065,31
2024-01-14,1090,28
2024-01-14,1102,27
2024-01-14,1083,25
2024-01-14,1112,31
2024-01-14,1023,23
2024-01-14,1113,28
2024-01-14,1057,28
2024-01-14,1066,28
2024-01-14,1024,31
2024-01-14,1071,26
2024-01-14,1078,20
2024-01-14,1032,33
2024-01-14,1029,25
2024-01-14,1025,31
2024-01-14,1051,17
2024-01-14,1052,26
2024-01-14,1014,20
2024-01-14,1041,16
2024-01-14,1038,29
2024-01-14,1026,21
2024-01-14,1112,27
2024-01-14,1112,23
2024-01-14,1008,27
2024-01-14,1092,15
2024-01-14,1088,20
2024-01-14,1009,35
2024-01-14,1033,22
2024-01-14,1099,15
2024-01-14,1017,20
2024-01-14,1013,26
2024-01-15,1046,23
2024-01-15,1115,19
2024-01-15,1053,29
2024-01-15,1068,24
2024-01-15,1017,23
2024-01-15,1027,33
2024-01-15,1108,35
2024-01-15,1044,22
2024-01-15,1006,19
2024-01-15,1035,20
2024-01-15,1058,30
2024-01-15,1074,15
2024-01-15,1062,31
2024-01-15,1059,26
2024-01-15,1050,21
2024-01-15,1028,31
2024-01-15,1112,32
2024-01-15,1094,34
2024-01-15,1090,17
2024-01-15,1117,27
2024-01-15,1086,28
2024-01-15,1072,29
2024-01-15,1055,33
2024-01-15,1028,28
2024-01-15,1064,20
2024-01-15,1062,20
2024-01-15,1066,16
2024-01-15,1013,17
2024-01-15,1072,21
2024-01-15,1020,27
2024-01-15,1043,21
2024-01-15,1113,33
2024-01-15,1045,25
2024-01-15,1032,34
2024-01-15,1027,21
2024-01-15,1010,23
2024-01-15,1007,30
2024-01-15,1005,22
2024-01-15,1087,27
2024-01-15,1042,31
2024-01-15,1049,19
2024-01-15,1011,15
2024-01-15,1073,34
2024-01-15,1051,34
2024-01-15,1019,34
2024-01-15,1095,20
2024-01-15,1102,17
2024-01-15,1040,28
2024-01-15,1109,22
2024-01-15,1088,17
2024-01-15,1008,32
2024-01-15,1013,34
2024-01-15,1081,21
2024-01-15,1058,26
2024-01-15,1031,17
2024-01-15,1026,17
2024-01-15,1045,18
2024-01-15,1098,29
2024-01-15,1087,17
2024-01-15,1120,35
2024-01-15,1114,35
2024-01-15,1057,18
2024-01-15,1096,22
2024-01-15,1020,32
2024-01-15,1024,17
2024-01-15,1089,16
2024-01-15,1041,35
2024-01-15,1075,29
2024-01-15,1042,34
2024-01-15,1085,17
2024-01-15,1008,16
2024-01-15,1114,34
2024-01-15,1025,22
2024-01-15,1092,29
2024-01-15,1018,24
2024-01-15,1108,21
2024-01-15,1091,31
2024-01-15,1053,34
2024-01-15,1105,24
2024-01-15,1063,22
2024-01-15,1115,16
2024-01-15,1102,19
2024-01-15,1040,33
2024-01-15,1103,21
2024-01-15,1097,19
2024-01-15,1093,27
2024-01-15,1024,20
2024-01-15,1111,29
2024-01-15,1107,33
2024-01-15,1032,16
2024-01-15,1006,19
2024-01-15,1001,23
2024-01-15,1118,29
2024-01-15,1106,32
2024-01-15,1029,15
2024-01-15,1057,19
2024-01-15,1107,17
2024-01-15,1106,28
2024-01-15,1004,32
2024-01-15,1043,20
2024-01-15,1064,20
2024-01-15,1040,35
2024-01-15,1076,15
2024-01-15,1077,24
2024-01-15,1114,16
2024-01-15,1114,34
2024-01-15,1101,30
2024-01-15,1071,15
2024-01-15,1079,15
2024-01-15,1054,17
2024-01-15,1025,28
2024-01-15,1051,26
2024-01-15,1085,27
2024-01-15,1070,30
2024-01-15,1117,25
2024-01-15,1071,28
2024-01-15,1017,15
2024-01-15,1038,16
2024-01-15,1075,20
2024-01-15,1017,28
2024-01-16,1086,21
2024-01-16,1043,19
2024-01-16,1073,17
2024-01-16,1068,19
2024-01-16,1015,24
2024-01-16,1023,20
2024-01-16,1027,34
2024-01-16,1083,24
2024-01-16,1099,18
2024-01-16,1059,28
2024-01-16,1103,28
2024-01-16,1093,27
2024-01-16,1077,19
2024-01-16,1080,26
2024-01-16,1052,20
2024-01-16,1069,33
2024-01-16,1016,29
2024-01-16,1091,19
2024-01-16,1030,28
2024-01-16,1091,19
2024-01-16,1062,18
2024-01-16,1035,25
2024-01-16,1116,24
2024-01-16,1089,30
2024-01-16,1118,15
2024-01-16,1071,22
2024-01-16,1014,25
2024-01-16,1068,23
2024-01-16,1035,18
2024-01-16,1027,20
2024-01-16,1008,29
2024-01-16,1059,33
2024-01-16,1023,33
2024-01-16,1048,21
2024-01-16,1114,34
2024-01-16,1041,24
2024-01-16,1040,33
2024-01-16,1080,28
2024-01-16,1090,26
2024-01-16,1107,27
2024-01-16,1022,15
2024-01-16,1099,32
2024-01-16,1079,31
2024-01-16,1118,23
2024-01-16,1048,16
2024-01-16,1012,17
2024-01-16,1034,33
2024-01-16,1094,19
2024-01-16,1040,33
2024-01-16,1057,16
2024-01-16,1037,35
2024-01-16,1048,31
2024-01-16,1097,19
2024-01-16,1052,17
2024-01-16,1030,24
2024-01-16,1009,19
2024-01-16,1091,20
2024-01-16,1035,19
2024-01-16,1059,27
2024-01-16,1006,23
2024-01-16,1011,29
2024-01-16,1103,23
2024-01-16,1028,33
2024-01-16,1049,16
2024-01-16,1077,33
2024-01-16,1106,31
2024-01-16,1031,15
2024-01-16,1033,26
2024-01-16,1014,29
2024-01-16,1004,29
2024-01-16,1092,31
2024-01-16,1013,34
2024-01-16,1042,18
2024-01-16,1036,30
2024-01-16,1029,32
2024-01-16,1108,35
2024-01-16,1074,18
2024-01-16,1107,18
2024-01-16,1030,24
2024-01-16,1067,22
2024-01-16,1094,27
2024-01-16,1073,19
2024-01-16,1022,29
2024-01-16,1111,33
2024-01-16,1028,28
2024-01-16,1094,25
2024-01-16,1083,31
2024-01-16,1080,15
2024-01-16,1030,28
2024-01-16,1009,28
2024-01-16,1066,32
2024-01-16,1071,33
2024-01-16,1003,35
2024-01-16,1070,28
2024-01-16,1038,29
2024-01-16,1070,24
2024-01-16,1022,18
2024-01-16,1071,28
2024-01-16,1114,19
2024-01-16,1054,29
2024-01-16,1099,25
2024-01-16,1091,16
2024-01-16,1090,22
2024-01-16,1107,33
2024-01-16,1064,27
2024-01-16,1021,28
2024-01-16,1060,35
2024-01-16,1020,23
2024-01-16,1065,16
2024-01-16,1071,34
2024-01-16,1089,20
2024-01-16,1092,31
2024-01-16,1019,35
2024-01-16,1071,22
2024-01-16,1112,32
2024-01-16,1033,23
2024-01-16,1074,15
2024-01-16,1061,27
2024-01-16,1026,25
2024-01-16,1117,31
2024-01-17,1049,34
2024-01-17,1117,35
2024-01-17,1097,29
2024-01-17,1016,19
2024-01-17,1019,26
2024-01-17,1024,16
2024-01-17,1078,16
2024-01-17,1095,24
2024-01-17,1028,20
2024-01-17,1095,35
2024-01-17,1054,27
2024-01-17,1091,28
2024-01-17,1073,26
2024-01-17,1079,34
2024-01-17,1004,33
2024-01-17,1102,23
2024-01-17,1113,32
2024-01-17,1060,23
2024-01-17,1059,29
2024-01-17,1118,30
2024-01-17,1105,17
2024-01-17,1098,24
2024-01-17,1053,15
2024-01-17,1048,29
2024-01-17,1079,32
2024-01-17,1033,31
2024-01-17,1038,25
2024-01-17,1055,16
2024-01-17,1025,33
2024-01-17,1078,26
2024-01-17,1075,26
2024-01-17,1092,15
2024-01-17,1073,18
2024-01-17,1002,33
2024-01-17,1038,15
2024-01-17,1055,29
2024-01-17,1085,21
2024-01-17,1104,18
2024-01-17,1055,22
2024-01-17,1036,31
2024-01-17,1047,20
2024-01-17,1006,19
2024-01-17,1037,31
2024-01-17,1080,29
2024-01-17,1086,35
2024-01-17,1022,29
2024-01-17,1105,27
2024-01-17,1010,23
2024-01-17,1076,26
2024-01-17,1063,20
2024-01-17,1020,15
2024-01-17,1070,35
2024-01-17,1073,24
2024-01-17,1023,23
2024-01-17,1032,25
2024-01-17,1010,18
2024-01-17,1026,17
2024-01-17,1094,22
2024-01-17,1110,21
2024-01-17,1099,35
2024-01-17,1057,29
2024-01-17,1065,34
2024-01-17,1042,32
2024-01-17,1120,17
2024-01-17,1062,22
2024-01-17,1045,29
2024-01-17,1115,34
2024-01-17,1112,20
2024-01-17,1055,26
2024-01-17,1021,29
2024-01-17,1052,16
2024-01-17,1079,26
2024-01-17,1076,16
2024-01-17,1118,22
2024-01-17,1014,15
2024-01-17,1018,18
2024-01-17,1094,22
2024-01-17,1090,23
2024-01-17,1040,19
2024-01-17,1027,32
2024-01-17,1028,28
2024-01-17,1033,25
2024-01-17,1040,21
2024-01-17,1071,25
2024-01-17,1092,15
2024-01-17,1100,32
2024-01-17,1070,15
2024-01-17,1078,29
2024-01-17,1005,23
2024-01-17,1011,26
2024-01-17,1106,28
2024-01-17,1005,28
2024-01-17,1060,19
2024-01-17,1045,35
2024-01-17,1031,17
2024-01-17,1059,24
2024-01-17,1086,20
2024-01-17,1109,27
2024-01-17,1054,24
2024-01-17,1025,23
2024-01-17,1007,17
2024-01-17,1057,26
2024-01-17,1073,24
2024-01-17,1098,15
2024-01-17,1067,18
2024-01-17,1008,35
2024-01-17,1104,31
2024-01-17,1054,15
2024-01-17,1108,24
2024-01-17,1116,17
2024-01-17,1060,19
2024-01-17,1002,17
2024-01-17,1048,16
2024-01-17,1112,29
2024-01-17,1068,18
2024-01-17,1048,28
2024-01-17,1005,20
2024-01-17,1093,19
2024-01-17,1052,17
2024-01-17,1092,17
2024-01-18,1120,28
2024-01-18,1066,35
2024-01-18,1061,25
2024-01-18,1116,26
2024-01-18,1094,15
2024-01-18,1081,26
2024-01-18,1040,31
2024-01-18,1043,29
2024-01-18,1077,19
2024-01-18,1036,24
2024-01-18,1074,22
2024-01-18,1037,22
2024-01-18,1056,20
2024-01-18,1014,34
2024-01-18,1117,35
2024-01-18,1116,22
2024-01-18,1034,26
2024-01-18,1094,31
2024-01-18,1113,35
2024-01-18,1056,26
2024-01-18,1030,23
2024-01-18,1035,21
2024-01-18,1031,17
2024-01-18,1092,25
2024-01-18,1081,21
2024-01-18,1108,32
2024-01-18,1079,26
2024-01-18,1049,30
2024-01-18,1052,34
2024-01-18,1052,32
2024-01-18,1069,24
2024-01-18,1023,30
2024-01-18,1069,25
2024-01-18,1107,31
2024-01-18,1085,24
2024-01-18,1033,19
2024-01-18,1052,21
2024-01-18,1075,20
2024-01-18,1095,19
2024-01-18,1057,29
2024-01-18,1058,15
2024-01-18,1086,21
2024-01-18,1090,22
2024-01-18,1023,19
2024-01-18,1091,33
2024-01-18,1050,25
2024-01-18,1003,20
2024-01-18,1028,29
2024-01-18,1037,32
2024-01-18,1082,27
2024-01-18,1049,24
2024-01-18,1069,34
2024-01-18,1102,16
2024-01-18,1046,24
2024-01-18,1059,20
2024-01-18,1094,20
2024-01-18,1018,20
2024-01-18,1082,19
2024-01-18,1028,26
2024-01-18,1040,22
2024-01-18,1006,17
2024-01-18,1093,33
2024-01-18,1023,15
2024-01-18,1076,23
2024-01-18,1022,33
2024-01-18,1111,34
2024-01-18,1089,16
2024-01-18,1101,29
2024-01-18,1014,15
2024-01-18,1062,33
2024-01-18,1009,22
2024-01-18,1003,21
2024-01-18,1115,29
2024-01-18,1050,21
2024-01-18,1009,17
2024-01-18,1024,26
2024-01-18,1089,22
2024-01-18,1078,16
2024-01-18,1034,20
2024-01-18,1045,35
2024-01-18,1002,25
2024-01-18,1075,30
2024-01-18,1063,26
2024-01-18,1003,15
2024-01-18,1071,27
2024-01-18,1001,23
2024-01-18,1084,22
2024-01-18,1019,28
2024-01-18,1105,15
2024-01-18,1086,25
2024-01-18,1079,28
2024-01-18,1090,34
2024-01-18,1065,24
2024-01-18,1115,29
2024-01-18,1119,18
2024-01-18,1097,33
2024-01-18,1090,16
2024-01-18,1069,19
2024-01-18,1101,28
2024-01-18,1114,33
2024-01-18,1020,28
2024-01-18,1013,30
2024-01-18,1059,33
2024-01-18,1102,22
2024-01-18,1041,32
2024-01-18,1082,25
2024-01-18,1077,15
2024-01-18,1119,33
2024-01-18,1031,26
2024-01-18,1097,32
2024-01-18,1037,18
2024-01-18,1068,16
2024-01-18,1002,34
2024-01-18,1058,21
2024-01-18,1092,29
2024-01-18,1111,16
2024-01-18,1077,28
2024-01-18,1026,27
2024-01-18,1039,18
2024-01-18,1117,19
2024-01-19,1014,24
2024-01-19,1023,31
2024-01-19,1114,22
2024-01-19,1067,21
2024-01-19,1090,26
2024-01-19,1041,31
2024-01-19,1044,31
2024-01-19,1001,28
2024-01-19,1042,35
2024-01-19,1040,29
2024-01-19,1054,29
2024-01-19,1091,23
2024-01-19,1113,33
2024-01-19,1075,33
2024-01-19,1032,29
2024-01-19,1027,35
2024-01-19,1078,19
2024-01-19,1043,35
2024-01-19,1037,19
2024-01-19,1118,32
2024-01-19,1034,24
2024-01-19,1048,29
2024-01-19,1006,19
2024-01-19,1034,21
2024-01-19,1101,27
2024-01-19,1045,29
2024-01-19,1046,29
2024-01-19,1056,23
2024-01-19,1007,23
2024-01-19,1035,30
2024-01-19,1076,23
2024-01-19,1044,35
2024-01-19,1048,23
2024-01-19,1078,27
2024-01-19,1071,22
2024-01-19,1011,29
2024-01-19,1082,31
2024-01-19,1009,19
2024-01-19,1115,17
2024-01-19,1073,30
2024-01-19,1056,32
2024-01-19,1057,25
2024-01-19,1054,25
2024-01-19,1043,35
2024-01-19,1043,34
2024-01-19,1067,33
2024-01-19,1011,34
2024-01-19,1023,16
2024-01-19,1008,21
2024-01-19,1034,23
2024-01-19,1053,15
2024-01-19,1094,33
2024-01-19,1090,21
2024-01-19,1098,28
2024-01-19,1106,33
2024-01-19,1066,24
2024-01-19,1102,19
2024-01-19,1029,29
2024-01-19,1074,17
2024-01-19,1109,18
2024-01-19,1116,17
2024-01-19,1018,27
2024-01-19,1089,21
2024-01-19,1039,23
2024-01-19,1028,16
2024-01-19,1112,20
2024-01-19,1006,20
2024-01-19,1006,31
2024-01-19,1083,26
2024-01-19,1070,15
2024-01-19,1098,30
2024-01-19,1060,18
2024-01-19,1090,17
2024-01-19,1031,34
2024-01-19,1018,18
2024-01-19,1066,26
2024-01-19,1060,32
2024-01-19,1092,33
2024-01-19,1057,33
2024-01-19,1097,17
2024-01-19,1010,23
2024-01-19,1118,18
2024-01-19,1039,29
2024-01-19,1081,21
2024-01-19,1029,33
2024-01-19,1023,25
2024-01-19,1024,21
2024-01-19,1086,17
2024-01-19,1106,16
2024-01-19,1101,26
2024-01-19,1090,24
2024-01-19,1078,18
2024-01-19,1047,30
2024-01-19,1096,16
2024-01-19,1024,21
2024-01-19,1061,19
2024-01-19,1033,34
2024-01-19,1098,28
2024-01-19,1070,29
2024-01-19,1081,23
2024-01-19,1093,31
2024-01-19,1060,22
2024-01-19,1039,31
2024-01-19,1066,28
2024-01-19,1017,26
2024-01-19,1118,29
2024-01-19,1005,15
2024-01-19,1098,32
2024-01-19,1115,24
2024-01-19,1086,32
2024-01-19,1083,20
2024-01-19,1103,25
2024-01-19,1094,15
2024-01-19,1097,33
2024-01-19,1040,31
2024-01-19,1003,27
2024-01-19,1085,32
2024-01-19,1103,29
2024-01-19,1001,17
2024-01-19,1024,34
2024-01-20,1080,21
2024-01-20,1116,33
2024-01-20,1031,26
2024-01-20,1023,17
2024-01-20,1051,22
2024-01-20,1008,28
2024-01-20,1049,29
2024-01-20,1065,24
2024-01-20,1020,31
2024-01-20,1049,17
2024-01-20,1059,22
2024-01-20,1029,33
2024-01-20,1039,23
2024-01-20,1007,21
2024-01-20,1035,21
2024-01-20,1097,32
2024-01-20,1046,34
2024-01-20,1051,31
2024-01-20,1019,17
2024-01-20,1088,16
2024-01-20,1074,26
2024-01-20,1073,21
2024-01-20,1054,34
2024-01-20,1028,16
2024-01-20,1102,18
2024-01-20,1112,33
2024-01-20,1094,17
2024-01-20,1059,23
2024-01-20,1001,29
2024-01-20,1111,25
2024-01-20,1119,27
2024-01-20,1062,27
2024-01-20,1089,26
2024-01-20,1116,35
2024-01-20,1038,32
2024-01-20,1063,24
2024-01-20,1079,35
2024-01-20,1103,22
2024-01-20,1105,20
2024-01-20,1058,16
2024-01-20,1002,19
2024-01-20,1116,20
2024-01-20,1070,35
2024-01-20,1083,23
2024-01-20,1024,21
2024-01-20,1055,26
2024-01-20,1097,34
2024-01-20,1068,17
2024-01-20,1101,27
